RESPNUM,CCGID,RUN,INTDATE,GATE,STRATA,PEAK,METHOD,AIRLINE,FLIGHT,DEST,DESTGEO,DESTMARK,ARRTIME,DEPTIME,Q2PURP1,Q2PURP2,Q2PURP3,Q2PURP4,Q2PURP5,Q2PURP6,Q3GETTO1,Q3GETTO2,Q3GETTO3,Q3GETTO4,Q3GETTO5,Q3GETTO6,Q3PARK,Q4BAGS,Q4BUY,Q4FOOD,Q4WIFI,Q5FLYPERYR,Q6TENURE,SAQ,Q7A_ART,Q7B_FOOD,Q7C_SHOPS,Q7D_SIGNS,Q7E_WALK,Q7F_SCREENS,Q7G_INFOARR,Q7H_INFODEP,Q7I_WIFI,Q7J_ROAD,Q7K_PARK,Q7L_AIRTRAIN,Q7M_LTPARK,Q7N_RENTAL,Q7O_WHOLE,Q8COM1,Q8COM2,Q8COM3,Q9A_CLNBOARD,Q9B_CLNAIRTRAIN,Q9C_CLNRENT,Q9D_CLNFOOD,Q9E_CLNBATH,Q9F_CLNWHOLE,Q9COM1,Q9COM2,Q9COM3,Q10SAFE,Q10COM1,Q10COM2,Q10COM3,Q11A_USEWEB,Q11B_USESFOAPP,Q11C_USEOTHAPP,Q11D_USESOCMED,Q11E_USEWIFI,Q12COM1,Q12COM2,Q12COM3,Q13_WHEREDEPART,Q13_RATEGETTO,Q14A_FIND,Q14B_SECURITY,Q15_PROBLEMS,Q15COM1,Q15COM2,Q15COM3,Q16_REGION,Q17_CITY,Q17_ZIP,Q17_COUNTRY,HOME,Q18_AGE,Q19_SEX,Q20_INCOME,Q21_HIFLYER,Q22A_USESJC,Q22B_USEOAK,LANG,WEIGHT
"2,818","3,394","2,003",10,51,1,1,1,36,902,46,1,4,7:40 AM,9:05 AM,2,8,,,,,9,10,,,,,,1,1,1,2,3,3,2,6,4,5,5,5,5,5,5,6,6,6,6,6,6,4,,,,5,6,6,5,5,5,,,,5,,,,3,3,3,3,3,,,,3,0,5,5,2,,,,1,SAN RAFAEL,"94,901",US,6,5,1,4,2,3,1,1,1.222456
"2,819","3,395","2,003",10,51,1,1,1,36,902,46,1,4,7:45 AM,9:05 AM,2,8,,,,,5,10,,,,,,2,2,1,2,5,4,2,4,0,0,0,0,0,0,0,0,6,6,4,6,6,3,,,,0,0,0,0,0,0,,,,5,,,,2,2,2,2,2,,,,2,0,0,0,2,,,,1,WALNUT CREEK,"94,596",US,5,3,2,2,1,2,1,1,1.222456
"2,820","3,396","2,003",10,51,1,1,1,36,902,46,1,4,7:55 AM,9:05 AM,2,8,,,,,4,10,,,,,,0,1,1,1,5,3,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,260,,,5,5,5,5,5,5,,,,5,,,,1,2,2,0,1,5,,,5,0,0,0,0,,,,1,SAN FRANCISCO,,US,1,3,0,2,1,2,2,1,1.222456
"2,821","3,397","2,003",10,51,1,1,1,36,902,46,1,4,7:40 AM,9:05 AM,2,8,,,,,5,10,,,,,,2,2,1,2,3,3,2,4,4,4,3,3,3,6,6,4,6,6,4,6,6,4,43,,,5,4,6,4,3,4,,,,4,4,,,1,1,2,2,1,16,,,5,3,4,4,2,,,,1,SAN FRANCISCO,"94,109",US,1,3,2,2,2,2,1,1,1.222456
"2,822","3,398","2,003",10,51,1,1,1,36,902,46,1,4,7:40 AM,9:05 AM,2,8,,,,,1,10,,,,,0,1,1,1,2,5,4,2,3,4,3,3,3,3,3,0,1,3,3,3,3,3,3,204,,,4,3,3,4,3,3,,,,4,,,,2,2,2,2,2,,,,5,3,0,0,0,,,,1,MILL VALLEY,"94,904",US,6,5,1,4,1,1,3,1,1.222456
"2,823","3,399","2,003",10,51,1,1,1,36,902,46,1,4,7:45 AM,9:05 AM,1,8,,,,,1,10,,,,,1,2,1,1,2,6,4,2,5,4,3,3,5,4,3,3,2,4,2,6,1,6,3,49,,,5,6,6,4,5,4,,,,5,21,,,2,2,2,2,2,2,,,6,4,5,3,2,,,,1,SAN MATEO,"94,401",US,2,4,1,4,1,1,1,1,1.222456
"2,824","3,400","2,003",10,51,1,1,1,36,902,46,1,4,7:45 AM,9:05 AM,2,8,,,,,1,10,,,,,3,0,0,1,0,2,4,2,5,5,5,5,5,5,6,6,5,1,5,5,5,6,0,123,,,5,5,6,5,5,5,,,,5,5,,,0,0,0,0,0,14,,,1,3,5,5,1,10,,,1,BERKELEY,"94,707",US,3,6,1,4,2,0,1,1,1.222456
"2,825","3,401","2,002",10,54,1,2,1,36,202,18,3,4,6:15 AM,7:30 AM,2,8,,,,,4,10,,,,,,2,1,2,2,3,4,1,4,5,4,5,5,5,6,6,6,2,2,4,2,6,4,123,,,5,5,6,5,5,5,,,,5,1,,,1,2,2,2,2,,,,5,4,5,5,1,,,,1,SAN FRANCISCO,"94,114",US,1,6,2,2,2,2,1,1,1.222456
"2,826","3,402","2,002",10,54,1,2,1,36,202,18,3,4,5:45 AM,7:30 AM,3,8,,,,,6,10,,,,,,2,2,1,2,4,2,1,5,5,4,4,3,3,6,6,6,4,6,3,6,6,5,,,,4,4,6,4,3,4,,,,4,20,,,2,2,2,2,2,,,,5,4,5,4,2,,,,1,SAN FRANCISCO,"94,109",US,1,3,1,2,2,2,2,1,1.222456
"2,827","3,403","2,002",10,54,1,2,1,36,202,18,3,4,5:45 AM,7:30 AM,1,8,,,,,16,10,,,,,,2,2,1,2,6,4,1,4,3,6,4,4,4,6,6,6,6,6,4,6,6,4,,,,5,4,6,5,5,5,,,,5,5,,,1,2,1,2,2,,,,7,2,5,4,2,,,,3,CHICAGO,"60,657",US,11,3,1,4,1,2,1,1,1.222456
"2,828","3,404","2,002",10,54,1,2,1,36,202,18,3,4,5:30 AM,7:30 AM,3,8,,,,,6,10,,,,,,1,2,2,1,3,4,1,4,4,4,4,4,4,6,4,4,4,4,6,6,6,3,32,,,4,6,6,4,4,4,,,,4,1,,,2,2,2,2,1,,,,6,5,5,1,1,26,,,1,SAN CARLOS,"94,070",US,2,3,2,4,2,1,1,1,1.222456
"2,829","3,405","2,002",10,54,1,2,1,36,202,18,3,4,5:50 AM,7:30 AM,6,8,,,,,1,10,,,,,4,2,2,1,2,3,4,1,5,5,5,5,5,5,6,6,6,3,4,4,5,5,4,260,,,4,4,4,4,4,4,,,,3,16,,,1,2,2,2,2,,,,5,4,5,4,2,,,,1,SAN FRANCISCO,"94,158",US,1,3,2,4,2,1,1,1,1.222456
"2,830","3,406","2,002",10,54,1,2,1,36,202,18,3,4,5:40 AM,7:30 AM,1,8,,,,,12,10,,,,,,2,1,2,2,2,4,1,5,6,4,4,4,4,6,6,6,4,6,4,6,4,4,,,,5,4,4,6,4,5,,,,5,4,1,,2,2,2,2,2,,,,5,4,5,4,2,,,,3,CHICAGO,"60,022",US,11,4,1,4,1,2,2,1,1.222456
"2,831","3,407","2,002",10,54,1,2,1,36,202,18,3,4,5:30 AM,7:30 AM,1,8,,,,,7,10,,,,,,2,2,2,1,5,1,1,5,6,5,5,5,5,6,6,4,4,6,5,6,5,5,,,,5,5,5,6,5,5,,,,5,4,1,,2,2,2,2,1,6,,,6,5,5,5,2,,,,3,CHICAGO,"60,004",US,11,5,1,4,2,2,2,1,1.222456
"2,832","3,408","2,002",10,54,1,2,1,36,202,18,3,4,5:50 AM,7:30 AM,1,8,,,,,2,10,,,,,,1,2,2,2,3,3,2,5,5,5,5,5,5,5,5,5,4,5,6,4,6,5,,,,5,5,5,5,5,5,,,,5,,,,2,2,2,2,1,,,,2,4,4,4,2,,,,1,ALAMO,"94,507",US,5,3,1,4,2,2,1,1,1.222456
"2,833","3,409","2,002",10,54,1,2,1,36,202,18,3,4,5:45 AM,7:30 AM,6,8,,,,,1,10,,,,,4,2,1,1,2,3,2,2,5,4,4,4,4,4,4,4,4,4,6,6,6,6,4,,,,4,4,6,6,4,4,,,,5,,,,2,2,2,2,1,,,,5,4,4,3,2,,,,1,SAN FRANCISCO,"94,158",US,1,3,1,4,2,1,2,1,1.222456
"2,834","3,410","2,002",10,54,1,2,1,36,202,18,3,4,N,7:30 AM,2,8,,,,,7,10,,,,,,1,2,1,1,1,1,2,4,4,4,3,3,0,0,0,4,0,0,0,0,0,4,,,,5,0,0,0,5,0,,,,5,,,,0,0,0,0,0,,,,12,0,0,0,2,,,,3,ROCHESTER HILLS,"48,307",US,11,2,2,4,1,2,2,1,1.222456
"2,835","3,411","2,002",10,54,1,2,1,36,202,18,3,4,6:00 AM,7:30 AM,2,8,,,,,7,10,,,,,,1,2,1,2,1,1,2,4,5,4,4,0,0,0,0,0,4,0,0,0,4,5,900,7,,4,4,4,4,4,4,,,,5,,,,2,2,2,2,2,,,,5,5,5,5,2,,,,3,AVOCA,"68,307",US,11,6,2,0,1,0,0,1,1.222456
"2,837","3,413","2,002",10,54,1,2,1,36,202,18,3,4,6:30 AM,7:30 AM,2,8,,,,,1,10,,,,,1,2,2,1,2,5,3,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,5,5,5,5,5,5,,,,5,24,5,,1,1,1,2,1,,,,5,5,5,5,2,,,,1,SAN FRANCISCO,"94,109",US,1,4,1,4,1,2,2,1,1.222456
"2,838","3,414","2,002",10,54,1,2,1,36,202,18,3,4,6:15 AM,7:30 AM,3,8,,,,,6,10,,,,,,2,2,1,2,3,3,2,3,3,3,4,4,3,3,3,1,3,3,3,3,6,4,204,,,5,4,6,5,5,5,,,,5,,,,1,2,2,2,2,1,6,,5,5,5,5,2,,,,1,SAN FRANCISCO,"94,109",US,1,4,2,3,1,2,1,1,1.222456
"2,839","3,415","2,002",10,54,1,2,1,36,202,18,3,4,6:40 AM,7:30 AM,2,3,8,,,,2,10,,,,,,2,2,1,1,3,3,2,5,5,0,4,3,5,6,6,3,2,4,4,3,3,4,124,,,4,6,4,5,3,3,,,,4,6,,,1,2,2,2,1,,,,5,5,5,5,2,,,,1,SAN FRANCISCO,"94,122",US,1,4,2,4,1,2,2,1,1.222456
"2,840","3,416","2,002",10,54,1,2,1,36,202,18,3,4,5:45 AM,7:30 AM,1,8,,,,,8,10,,,,,,2,2,1,1,2,2,2,6,4,3,6,4,4,6,6,3,5,6,3,6,4,4,,,,5,3,4,4,3,4,,,,5,,,,2,2,2,2,1,,,,12,3,4,5,2,,,,3,ELMHURST,"60,126",US,11,5,1,2,2,2,2,1,1.222456
"2,841","3,417","2,002",10,54,1,2,1,36,202,18,3,4,5:45 AM,7:30 AM,3,8,,,,,6,10,,,,,,2,1,2,2,4,2,2,5,4,4,4,4,4,6,6,6,3,6,5,6,6,4,260,,,4,5,6,3,4,4,91,,,5,6,,,2,2,2,2,2,1,,,5,5,5,5,2,,,,1,SAN FRANCISCO,"94,114",US,1,4,2,2,1,2,2,1,1.222456
"2,842","3,418","2,002",10,54,1,2,1,36,202,18,3,4,6:00 AM,7:30 AM,3,8,,,,,7,10,,,,,,1,0,0,0,4,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,223,,,5,5,5,5,5,5,,,,4,,,,2,0,0,0,0,,,,7,5,5,5,1,28,11,,1,SAN JOSE,"95,134",US,4,4,2,0,2,1,0,1,1.222456
"2,843","3,419","2,002",10,54,1,2,1,36,202,18,3,4,5:30 AM,7:30 AM,1,8,,,,,2,10,,,,,,1,2,1,2,3,4,2,4,6,6,4,4,5,6,6,6,5,4,6,4,6,4,,,,5,6,6,6,5,5,,,,4,,,,2,2,2,2,2,,,,7,3,5,3,2,,,,1,MOUNTAIN VIEW,"94,040",US,4,7,1,4,1,1,2,1,1.222456
"2,844","3,420","2,002",10,54,1,2,1,36,202,18,3,4,6:00 AM,7:30 AM,1,8,,,,,12,10,,,,,,2,1,1,2,6,3,2,5,4,3,4,3,3,6,3,6,2,4,3,4,2,4,,,,5,3,2,4,4,4,,,,5,,,,2,2,2,2,2,,,,3,4,5,5,2,,,,1,MILL VALLEY,,US,6,5,1,4,1,2,1,1,1.222456
"2,845","3,421","2,002",10,54,1,2,1,36,202,18,3,4,6:15 AM,7:30 AM,2,8,,,,,1,10,,,,,4,1,2,2,2,3,4,2,5,4,4,4,4,4,3,4,4,4,4,6,4,6,4,,,,3,6,6,4,4,4,,,,4,,,,1,2,2,2,1,,,,9,4,5,5,2,,,,1,SEBASTOPOL,"95,472",US,7,5,2,4,2,2,1,1,1.222456
"2,846","3,422","2,002",10,54,1,2,1,36,202,18,3,4,6:00 AM,7:30 AM,1,8,,,,,8,10,,,,,,1,2,1,2,3,3,2,4,4,4,4,3,4,6,6,4,3,4,4,0,2,4,83,,,5,5,5,4,5,5,,,,4,20,,,2,2,2,2,1,,,,5,4,5,3,1,28,4,,3,CHICAGO,,US,11,3,2,4,2,1,0,1,1.222456
"2,847","3,423","2,002",10,54,1,2,1,36,202,18,3,4,6:15 AM,7:30 AM,6,8,,,,,4,10,,,,,,2,2,1,2,4,3,2,4,4,3,4,3,5,6,6,2,4,3,4,3,6,4,,,,5,4,6,5,4,4,,,,5,,,,2,2,1,2,2,,,,5,4,5,4,2,,,,1,SAN FRANCISCO,,US,1,3,1,3,3,2,1,1,1.222456
"2,848","3,424","2,002",10,54,1,2,1,36,202,18,3,4,6:15 AM,7:30 AM,3,8,,,,,5,10,,,,,,1,2,2,2,3,2,2,5,5,4,5,5,5,6,6,4,4,6,4,5,3,4,,,,5,5,4,5,5,5,,,,5,,,,1,2,2,1,1,,,,1,4,5,5,2,,,,1,BERKELEY,"94,704",US,3,2,1,1,2,2,1,1,1.222456
"2,849","3,425","2,002",10,54,1,2,1,36,202,18,3,4,6:20 AM,7:30 AM,3,8,,,,,4,10,,,,,,2,2,1,2,3,4,2,0,4,5,4,4,3,0,0,0,4,4,0,0,0,4,,,,5,0,0,4,5,4,,,,4,,,,2,2,2,2,2,,,,1,5,5,5,2,,,,1,BERKELEY,"94,705",US,3,7,2,4,1,2,1,1,1.222456
"2,850","3,352","2,004",10,56,1,1,1,8,"2,298",24,3,4,8:00 AM,10:30 AM,2,8,,,,,2,10,,,,,,1,2,2,2,3,4,1,4,4,3,5,5,5,6,6,6,5,6,5,6,5,5,,,,5,5,6,5,5,5,,,,5,1,,,1,2,2,2,2,,,,5,4,4,4,2,,,,1,WALNUT CREEK,"94,595",US,5,5,2,3,1,1,1,1,1.222456
"2,851","3,353","2,004",10,56,1,1,1,8,"2,298",24,3,4,8:30 AM,10:30 AM,1,8,,,,,8,10,,,,,,1,1,2,2,1,1,1,5,5,5,2,4,3,6,6,6,2,6,6,6,3,4,176,,,5,6,4,5,5,5,,,,5,2,,,2,2,2,2,2,,,,29,4,3,3,2,,,,3,ALEXANDRIA,"22,312",US,12,5,1,4,2,2,2,1,1.222456
"2,852","3,354","2,004",10,56,1,1,1,8,"2,298",24,3,4,6:50 AM,10:30 AM,1,8,,,,,11,10,,,,,,2,1,1,2,1,2,1,5,5,5,5,6,5,2,6,6,6,6,6,6,6,5,,,,5,6,6,5,5,4,,,,5,2,,,2,2,1,2,2,,,,5,5,5,4,2,,,,3,HILLSBORO,"76,645",US,11,4,2,4,1,2,2,1,1.222456
"2,853","3,355","2,004",10,56,1,1,1,8,"2,298",24,3,4,7:30 AM,10:30 AM,6,8,,,,,11,10,,,,,,1,2,1,2,3,4,1,3,3,3,5,5,5,6,6,6,4,6,5,4,6,4,,,,5,5,6,5,5,5,,,,5,5,,,2,2,2,2,2,,,,8,4,5,4,1,5,,,1,VALLEJO,"94,591",US,8,6,1,2,1,2,1,1,1.222456
"2,854","3,356","2,004",10,56,1,1,1,8,"2,298",24,3,4,9:00 AM,10:30 AM,1,8,,,,,8,10,,,,,,2,2,2,2,1,4,1,5,6,6,3,4,6,6,6,6,6,6,4,6,3,4,,,,4,4,3,6,6,4,,,,4,5,,,2,2,2,2,2,,,,7,3,4,4,2,,,,3,CHAPEL HILL,"27,516",US,12,5,1,0,2,1,2,1,1.222456
"2,855","3,357","2,004",10,56,1,1,1,8,"2,298",24,3,4,8:00 AM,10:30 AM,2,8,,,,,7,10,,,,,,1,2,1,2,2,3,1,5,6,6,5,6,5,6,6,6,6,6,6,6,6,5,,,,5,6,6,4,4,5,,,,5,1,,,2,2,2,2,2,,,,6,5,4,4,1,1,,,2,AUBURN,"95,603",US,10,7,2,2,2,2,2,1,1.222456
"2,856","3,358","2,004",10,56,1,1,1,8,"2,298",24,3,4,8:45 AM,10:30 AM,1,8,,,,,2,10,,,,,,1,0,1,1,3,4,2,5,5,5,5,5,5,4,4,5,4,4,3,3,3,5,,,,5,4,4,5,5,5,,,,5,,,,1,2,2,2,1,,,,1,0,5,5,2,,,,1,HAYWARD,"94,542",US,3,5,2,4,2,1,1,1,1.222456
"2,857","3,359","2,004",10,56,1,1,1,8,"2,298",24,3,4,9:00 AM,10:30 AM,2,8,,,,,8,10,,,,,,1,2,2,2,1,1,2,5,4,4,5,5,5,4,4,5,4,6,4,6,4,4,,,,5,5,5,5,5,5,,,,5,,,,2,2,2,2,2,,,,5,4,4,4,2,,,,3,JACKSONVILLE,"32,217",US,12,2,1,3,2,2,2,1,1.222456
"2,858","3,360","2,004",10,56,1,1,1,8,"2,298",24,3,4,8:33 AM,10:30 AM,2,8,,,,,7,10,,,,,,1,2,2,2,4,4,2,5,3,6,5,5,5,4,4,0,4,6,6,6,6,3,,,,5,6,6,6,4,4,,,,4,1,,,2,2,2,2,2,,,,9,3,5,5,1,28,,,1,SANTA ROSA,"95,403",US,7,3,2,4,2,1,1,1,1.222456
"2,859","3,361","2,004",10,56,1,1,1,8,"2,298",24,3,4,8:45 AM,10:30 AM,1,8,,,,,8,10,,,,,,1,2,2,1,3,2,2,4,5,4,3,4,4,6,6,3,4,6,4,6,3,4,204,,,5,5,5,5,5,5,,,,5,,,,2,2,2,2,1,,,,6,4,4,5,2,,,,3,TULSA,"74,104",US,11,3,1,2,1,1,2,1,1.222456
"2,860","3,362","2,004",10,56,1,1,1,8,"2,298",24,3,4,8:40 AM,10:30 AM,2,8,,,,,2,10,,,,,,1,1,1,1,3,4,2,5,5,4,5,4,5,6,6,4,4,4,5,6,6,5,,,,5,5,5,5,5,5,,,,5,,,,1,2,2,2,1,,,,6,0,5,5,2,,,,1,REDWOOD CITY,"94,061",US,2,3,1,1,2,1,2,1,1.222456
"2,861","3,363","2,004",10,56,1,1,1,8,"2,298",24,3,4,8:30 AM,10:30 AM,2,3,8,,,,1,10,,,,,0,1,2,1,2,2,2,2,4,4,4,5,4,4,4,4,3,5,5,6,5,4,5,,,,5,6,4,5,4,5,,,,5,5,,,1,2,2,1,2,,,,6,4,5,5,2,,,,3,HOUSTON,,US,11,2,2,3,2,2,2,1,1.222456
"2,862","3,364","2,004",10,56,1,1,1,8,"2,298",24,3,4,7:00 AM,10:30 AM,2,8,,,,,2,10,,,,,,1,1,2,1,3,4,2,5,5,5,5,5,5,5,5,5,4,5,5,4,6,5,,,,5,5,6,5,5,5,,,,5,,,,1,2,2,2,1,,,,7,5,5,5,2,,,,1,SAN JOSE,"95,126",US,4,5,1,2,2,1,0,1,1.222456
"2,863","3,365","2,004",10,56,1,1,1,8,"2,298",24,3,4,9:15 AM,10:30 AM,6,8,,,,,2,10,,,,,,2,2,2,2,5,4,2,4,4,4,4,4,4,4,4,3,4,3,3,3,3,4,,,,5,5,5,5,5,5,,,,5,,,,2,2,2,2,1,,,,6,5,5,5,2,,,,1,FOSTER CITY,"94,404",US,2,3,2,3,3,1,1,1,1.222456
"2,864","3,366","2,004",10,56,1,1,1,8,"2,298",24,3,4,7:50 AM,10:30 AM,1,8,,,,,8,10,,,,,,2,1,1,2,1,1,2,6,4,4,5,4,4,6,6,1,5,5,5,6,5,4,,,,3,4,4,4,4,4,,,,4,28,,,2,2,2,2,2,,,,5,5,5,5,2,,,,3,CENTERVILLE,"75,833",US,11,9,2,2,2,2,2,1,1.222456
"2,865","3,367","2,004",10,56,1,1,1,8,"2,298",24,3,4,8:00 AM,10:30 AM,1,8,,,,,3,10,,,,,,1,1,2,2,2,2,2,5,4,4,4,0,3,4,4,6,5,6,6,6,5,5,,,,5,6,5,5,5,5,,,,5,,,,2,2,2,2,2,,,,11,5,4,4,2,,,,3,HOUSTON,"77,001",US,11,6,1,4,2,2,2,1,1.222456
"2,866","3,368","2,004",10,56,1,1,1,8,"2,298",24,3,4,8:30 AM,10:30 AM,1,8,,,,,4,10,,,,,,2,2,2,2,2,1,2,4,4,4,3,3,4,3,3,2,3,6,3,6,2,4,84,,,4,3,3,4,4,4,,,,4,,,,2,2,2,2,1,2,,,5,4,4,4,2,,,,3,BRIDGEPORT,"76,426",US,11,5,1,2,2,2,2,1,1.222456
"2,867","3,369","2,004",10,56,1,1,1,8,"2,298",24,3,4,9:00 AM,10:30 AM,1,8,,,,,7,10,,,,,,1,0,0,0,1,1,2,6,0,3,5,5,0,0,0,0,6,5,6,6,6,0,,,,5,6,6,6,5,5,,,,5,,,,2,2,2,2,2,,,,5,5,5,5,2,,,,3,MEMPHIS,"38,114",US,11,5,2,2,2,2,2,1,1.222456
"2,868","3,370","2,004",10,56,1,1,1,8,"2,298",24,3,4,8:50 AM,10:30 AM,2,8,,,,,4,10,,,,,,1,1,1,2,3,4,2,4,4,4,4,4,4,0,0,0,4,6,6,6,6,4,260,,,4,6,6,0,4,4,,,,5,,,,2,2,2,2,2,,,,6,5,5,4,2,,,,1,FOSTER CITY,"94,404",US,2,6,0,0,2,2,2,1,1.222456
"2,869","3,371","2,004",10,56,1,1,1,8,"2,298",24,3,4,9:10 AM,10:30 AM,1,8,,,,,4,10,,,,,,1,2,2,1,1,1,2,5,6,6,5,5,5,5,5,5,5,6,6,6,6,5,,,,5,5,5,5,5,5,,,,5,24,,,2,2,2,2,1,,,,7,0,5,5,2,,,,3,SAO PAULO,,BRAZIL,14,3,2,2,2,2,2,1,1.222456
"2,870","3,372","2,004",10,56,1,1,1,8,"2,298",24,3,4,9:15 AM,10:30 AM,2,8,,,,,4,10,,,,,,1,1,0,1,3,4,2,3,3,3,3,3,2,3,3,3,2,2,3,2,3,3,,,,3,3,3,3,3,3,,,,3,99,,,2,2,2,2,1,,,,5,3,4,4,2,,,,1,SAN FRANCISCO,"94,109",US,1,4,2,3,1,2,2,1,1.222456
"2,871","3,373","2,004",10,56,1,1,1,8,"2,298",24,3,4,8:45 AM,10:30 AM,3,8,,,,,4,10,,,,,,2,1,2,2,4,4,2,5,5,5,5,5,5,6,6,6,5,6,4,6,6,5,,,,5,4,6,4,4,4,,,,5,,,,2,2,2,2,2,,,,6,4,5,4,2,,,,1,FOSTER CITY,"94,404",US,2,7,1,3,2,2,2,1,1.222456
"2,872","3,374","2,004",10,56,1,1,1,8,"2,298",24,3,4,9:00 AM,10:30 AM,1,8,,,,,4,10,,,,,,1,0,0,1,1,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,5,5,5,5,5,5,,,,5,,,,1,1,1,1,1,,,,5,0,5,5,2,,,,3,DALLAS,,US,11,4,2,0,1,2,2,1,1.222456
"2,873","3,375","2,004",10,56,1,1,1,8,"2,298",24,3,4,8:30 AM,10:30 AM,1,8,,,,,7,10,,,,,,1,2,2,2,1,1,2,3,6,6,4,6,0,6,6,6,6,6,6,6,6,4,201,,,5,6,6,6,5,5,,,,5,2,,,2,2,2,2,2,,,,5,5,5,5,2,,,,3,KNIGHTDALE,"27,545",US,12,4,2,4,2,2,2,1,1.222456
"2,874","3,426","2,001",10,58,1,2,1,8,"2,278",24,3,4,4:20 AM,6:00 AM,1,8,,,,,4,10,,,,,,2,2,1,2,6,2,1,3,3,3,4,3,3,6,6,1,4,6,5,6,4,4,,,,4,4,3,4,4,4,,,,5,4,,,1,2,2,2,1,3,,,6,4,5,5,2,,,,3,FT SMITH,"72,908",US,12,6,2,3,1,1,1,1,1.222456
"2,875","3,427","2,001",10,58,1,2,1,8,"2,278",24,3,4,4:10 AM,6:00 AM,2,8,,,,,6,10,,,,,,2,2,2,2,3,2,1,3,4,6,4,4,4,6,4,6,4,4,4,4,6,4,229,910,,4,4,6,4,3,3,,,,3,10,,,2,2,2,2,2,,,,7,4,4,4,2,,,,1,PALO ALTO,"94,301",US,4,5,2,3,1,2,2,1,1.222456
"2,876","3,428","2,001",10,58,1,2,1,8,"2,278",24,3,4,4:30 AM,6:00 AM,1,8,,,,,8,10,,,,,,2,2,2,2,4,4,1,4,4,4,4,3,4,6,6,6,3,3,3,4,3,4,,,,4,4,4,4,4,4,,,,5,4,,,2,2,2,2,2,,,,7,4,4,3,1,4,,,3,XENIA,"45,385",US,11,4,1,4,1,1,2,1,1.222456
"2,877","3,429","2,001",10,58,1,2,1,8,"2,278",24,3,4,4:00 AM,6:00 AM,3,8,,,,,2,10,,,,,,1,2,2,2,3,1,2,4,3,4,5,2,4,6,6,4,5,6,4,6,6,4,,,,5,5,6,4,6,5,,,,5,6,,,2,2,1,2,1,,,,5,5,5,4,2,,,,1,SAN FRANCISCO,"94,121",US,1,3,2,3,2,0,1,1,1.222456
"2,878","3,430","2,001",10,58,1,2,1,8,"2,278",24,3,4,4:45 AM,6:00 AM,1,8,,,,,7,10,,,,,,1,0,1,1,3,3,2,3,4,4,3,3,3,3,3,3,3,3,3,3,2,3,,,,5,5,4,4,4,4,,,,5,,,,2,2,2,2,1,,,,4,5,5,5,2,,,,3,ST LOUIS,"63,005",US,11,4,1,4,1,2,2,1,1.222456
"2,879","3,431","2,001",10,58,1,2,1,8,"2,278",24,3,4,4:25 AM,6:00 AM,8,,,,,,7,10,,,,,,2,2,1,1,1,1,2,4,4,4,4,6,5,0,5,5,6,6,6,5,6,4,,,,5,4,6,4,6,5,,,,5,,,,2,2,2,2,1,,,,5,5,5,4,2,,,,3,OREANA,"62,554",US,11,4,2,2,2,2,2,1,1.222456
"2,880","3,432","2,001",10,58,1,2,1,8,"2,278",24,3,4,11:00 PM,6:00 AM,2,8,,,,,3,10,,,,,,2,2,1,1,4,2,2,5,5,5,5,5,5,5,5,5,5,6,5,6,5,5,900,,,5,5,5,5,5,5,89,,,5,96,,,2,2,2,2,1,7,,,11,5,5,6,2,,,,3,WOODRIDGE,"60,517",US,11,5,1,3,1,2,2,1,1.222456
"2,881","3,433","2,001",10,58,1,2,1,8,"2,278",24,3,4,4:30 AM,6:00 AM,2,8,,,,,7,10,,,,,,1,0,1,0,1,1,2,4,3,4,6,4,6,6,6,6,0,0,5,0,6,4,,,,5,5,5,5,6,5,,,,4,,,,2,2,2,2,2,,,,5,4,0,0,2,,,,3,ATHENS,"45,701",US,11,2,2,1,2,2,2,1,1.222456
"2,882","3,434","2,001",10,58,1,2,1,8,"2,278",24,3,4,4:30 AM,6:00 AM,12,8,,,,,4,10,,,,,,2,2,1,1,4,4,2,5,3,4,5,4,4,4,4,5,4,3,5,4,4,4,,,,4,5,4,4,5,4,,,,5,,,,1,1,1,1,1,,,,5,5,5,3,2,,,,1,SAN FRANCISCO,"94,114",US,1,4,1,4,2,2,2,1,1.222456
"2,883","3,435","2,001",10,58,1,2,1,8,"2,278",24,3,4,4:45 AM,6:00 AM,1,8,,,,,7,10,,,,,,2,2,2,2,3,2,2,5,4,4,5,4,4,4,4,5,3,3,3,3,3,4,910,,,5,5,5,5,5,5,,,,5,4,,,2,2,2,2,1,7,,,5,5,5,5,2,,,,3,AUSTIN,"78,704",US,11,5,1,4,2,1,2,1,1.222456
"2,884","3,436","2,001",10,58,1,2,1,8,"2,278",24,3,4,4:30 AM,6:00 AM,1,8,,,,,4,10,,,,,,2,1,2,2,2,3,2,4,6,3,4,6,5,6,6,6,6,6,6,6,6,4,,,,4,6,6,6,4,4,,,,3,,,,2,2,2,2,2,,,,5,5,5,3,2,,,,3,COLUMBUS,,US,11,3,2,0,2,2,2,1,1.222456
